title,artist,link
Untitled (2003),Sarah Jamieson,art/record/99925?highlight=*:*
Standing Female Nude,Unknown,art/record/22730?highlight=*:*
Self Portrait (1965),John Bellany,art/record/20740?highlight=*:*
Still Life with Bowl of Fruit (1964),William M. McG. Gillon,art/record/122877?highlight=*:*
Plate,Emma Gillies,art/record/53719?highlight=*:*
Seated Female Nude (1939),Heather Measham,art/record/21136?highlight=*:*
Seated Nude (1957),Ruth Illingworth,art/record/20933?highlight=*:*
Stretching Male Nude (Circa 1953),Valerie Donaldson,art/record/20949?highlight=*:*
Untitled (1969),Richard Easson,art/record/99829?highlight=*:*
Untitled (1955),Alan Bartram,art/record/99827?highlight=*:*
Nude Male and Horse (Circa 1963),Leon Francesco Morrocco,art/record/21399?highlight=*:*
Gates of Paradise (1835),Clement Pappi,art/record/20577?highlight=*:*
Untitled (Unknown),David C Duke,art/record/21987?highlight=*:*
Reclining Female Nude (1960),Kenneth R Wheatley,art/record/20857?highlight=*:*
Isobel L Alexander sampler (1944),Isobel L Alexander,art/record/102668?highlight=*:*
Portrait of a Young Man (1950),Alexander F Mitchell,art/record/21056?highlight=*:*
Seated Male Nude (1965-1966),H Chart,art/record/21268?highlight=*:*
After the Fall of Snow (1986),Hilary A. Fisher,art/record/21705?highlight=*:*
Untitled (Unknown),Wendy Gunn,art/record/21719?highlight=*:*
Portrait (1953),George Roderick Carmichael,art/record/22644?highlight=*:*
Untitled (1967),William G.H. Fulton,art/record/99820?highlight=*:*
Standing Male Nude with Staff (1960),Derek Shiel,art/record/20815?highlight=*:*
Untitled - Two Boys in Patterned Shirts (1985-1986),Dorothy Black,art/record/99467?highlight=*:*
Italian Cityscape (1953-1954),Trevor Stubley,art/record/20798?highlight=*:*
Woman with Glass of Wine,Zygmunt Bukowski,art/record/112513?highlight=*:*
Untitled (Unknown),Dilys R. Lovell,art/record/21574?highlight=*:*
Mexican needleweaving.birds and geometric pattern (1951),Unknown,art/record/102692?highlight=*:*
Portrait of a Man (1959),C Byron,art/record/20913?highlight=*:*
Broderie Anglais jacket,Unknown,art/record/102664?highlight=*:*
untitled,Joyce M Cumming,art/record/112357?highlight=*:*
Untitled - Abstract Blue and Green Squares (1994),Roger Elliot,art/record/99461?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,art/record/20710?highlight=*:*
Mourner No. 54 from the Tomb of John the fearless (Pre 1895),Unknown,art/record/20610?highlight=*:*
Untitled,McArthur,art/record/111043?highlight=*:*
Unknown,Unknown,art/record/53536?highlight=*:*
Leprosy Capital (Diptych),Paul J Donaldson,art/record/21445?highlight=*:*
Landscape (1966),Beth D. Mitchell,art/record/22675?highlight=*:*
Bloomers,Unknown,art/record/102663?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,art/record/20671?highlight=*:*
Reclining Nude (1968),Michael Docherty,art/record/21177?highlight=*:*
Portrait of a Seated Woman (1962),Carl O Ekevall,art/record/21286?highlight=*:*
Portrait of Man in a Hat (1951),Adam Hogg,art/record/21239?highlight=*:*
Untitled (11 NOV 1977),Lesley A. Crave,art/record/21885?highlight=*:*
Espresso Saucer,Emma Gillies,art/record/53690?highlight=*:*
Part Figure/Part Landscape Composition (Circa 1970),Helen Grant,art/record/123114?highlight=*:*
Portrait Sitting Nude Male (1961),Vivien Alexander,art/record/122852?highlight=*:*
Untitled (Unknown),Susie Wilson,art/record/21796?highlight=*:*
Untitled (Unknown),Unknown,art/record/99922?highlight=*:*
Woman Wearing Head Cloth in Prayer or Begging,Katherine Ogilvy,art/record/122965?highlight=*:*
Unknown (1955),Alejandro B. Brasó,art/record/50603?highlight=*:*
John Stone (1950),David McClure,art/record/22666?highlight=*:*
Untitled (1964),James Goodall,art/record/99847?highlight=*:*
"Unknown, abstract (2004)",Amy Marshall,art/record/99486?highlight=*:*
Hibernation (1987),Alastair Mack,art/record/21842?highlight=*:*
Seated Female Nude (1957),Isobel Howieson,art/record/20962?highlight=*:*
Portrait of a Woman (1939),Olivia Cochrane,art/record/21132?highlight=*:*
Untitled,Unknown,art/record/99860?highlight=*:*
Unknown,Unknown,art/record/50386?highlight=*:*
Untitled (Unknown),Ruth Beale,art/record/21942?highlight=*:*
Theatre (Unknown),Rob McLaurin,art/record/21749?highlight=*:*
Untitled (1961),Dr Ainslie Yule,art/record/99531?highlight=*:*
Saucer,Emma Gillies,art/record/53621?highlight=*:*
Untitled - Drawing of a Girl Sitting in Profile (1964-1965),Gordon Bryce,art/record/99325?highlight=*:*
Leprosy Capital (Diptych),Paul J Donaldson,art/record/21444?highlight=*:*
Border Wayleave (1990),Hazel Holmes,art/record/22523?highlight=*:*
Untitled (1980),Unknown,art/record/99823?highlight=*:*
1. Meccarama (Unknown),Anthony Benjamin,art/record/21667?highlight=*:*
Sunset (1959),Denness Morton,art/record/21081?highlight=*:*
Norwegian Ponies (1953),Mollie E N Langlands,art/record/99218?highlight=*:*
Interior of Glasshouse at Botanical Gardens (1982),Rena R. Simpson II,art/record/99332?highlight=*:*
Untitled (1981-1986),Paul John Croft,art/record/21860?highlight=*:*
Unknown (1960),Alan M. Alexander,art/record/50596?highlight=*:*
Nude Woman Sitting (1952),Ian Lawson,art/record/122700?highlight=*:*
Unknown (1950),Muriel Davidson,art/record/53476?highlight=*:*
Summer Rain (1984),Tom Pow,art/record/122727?highlight=*:*
Reclining Male Nude (06 NOV 1967),Sybil Erskine,art/record/21111?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble,art/record/21304?highlight=*:*
Rosa Regolit (2007),Bridget Steed,art/record/99973?highlight=*:*
Ship yard (1965),Helen M. Percy,art/record/102743?highlight=*:*
Standing Male Nude (1939),Heather Measham,art/record/21137?highlight=*:*
Unknown (1957),Andrew P. W. Conkie,art/record/50523?highlight=*:*
Still Life,Ianthe Fisher,art/record/122799?highlight=*:*
Life Drawing,Eugene Corolan,art/record/99850?highlight=*:*
Side Plate,Emma Gillies,art/record/53614?highlight=*:*
Untitled - Abstract Building (1972),Lindsay R S Gordon,art/record/99422?highlight=*:*
Standing Female Nude (1952),Mollie E N Langlands,art/record/21020?highlight=*:*
Play-Areas (Unknown),Wendy McMurdo,art/record/21597?highlight=*:*
Portrait of a Woman (Pre 1949?),John Hunter,art/record/21042?highlight=*:*
Standing Male Nude with staff (1949-1952),Adam Robson,art/record/20812?highlight=*:*
Entry into Jerusalem (1956),Peter McGinn,art/record/122719?highlight=*:*
Unknown (Circa 1890),Unknown,art/record/50468?highlight=*:*
Standing Male Nude (1953),James Martin,art/record/20952?highlight=*:*
Mefisto (1983),Boris Bućan,art/record/22037?highlight=*:*
Untitled (1993),Esther Donaldson,art/record/21625?highlight=*:*
Untitled (MAR 1997),Unknown,art/record/21928?highlight=*:*
Standing Boy with Four Ravens (1986-1987),Janice McNab,art/record/122970?highlight=*:*
Untitled (Unknown),Unknown,art/record/21999?highlight=*:*
Portrait of a Seated Man (1955),Peter McGinn,art/record/21213?highlight=*:*
Self-Portrait (1967),Gregor Smith,art/record/99398?highlight=*:*
Study for Two Figure Composition (1949),Douglas Baxter,art/record/50576?highlight=*:*
Portrait of a Woman (1958),David Rifat,art/record/20872?highlight=*:*
Cola Bottle,Emma Gillies,art/record/53735?highlight=*:*
Arizona (Unknown),Unknown,art/record/21813?highlight=*:*
Untitled (1976),Ian Baillie,art/record/21599?highlight=*:*
Untitled (1962),Deborah Eadie,art/record/99495?highlight=*:*
Walking the Wall (Unknown),Victoria C F Bernie,art/record/21906?highlight=*:*
Seated Male Nude with Sword (1955),Fiona C MacCormick,art/record/21013?highlight=*:*
Untitled (1972),Lin Hunter,art/record/21834?highlight=*:*
Composition with Photo Screenprints of a Dead Rabbit (1972),Brent D. Millar,art/record/22572?highlight=*:*
Portrait of a Woman (1954),David Ewans,art/record/21215?highlight=*:*
Untitled - Portrait of a Woman in a Hat (1974),Patricia M Leighton,art/record/99473?highlight=*:*
Untitled (1997),Unknown,art/record/21910?highlight=*:*
Summer Composition 1967 (1967),Alan T. Johnston,art/record/122689?highlight=*:*
Saucer,Emma Gillies,art/record/53625?highlight=*:*
Portrait of a Seated Man (1954),Edith Fraser,art/record/21208?highlight=*:*
Untitled (1968),Maureen Purcell,art/record/22499?highlight=*:*
Untitled (Unknown),Catherine Fairgrieve,art/record/21721?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson,art/record/22511?highlight=*:*
Untitled (2002),Lisa Flett,art/record/99926?highlight=*:*
Untitled (1960),Robert L Snowden,art/record/21538?highlight=*:*
No 98 (1960),John Johnstone,art/record/99207?highlight=*:*
Sitting Nude Woman (1961),Ann F Ward,art/record/122888?highlight=*:*
Still Life,Gavin Robson,art/record/122713?highlight=*:*
Unknown (1950),James Bowman,art/record/50611?highlight=*:*
Crucifixion (1952),John Picking,art/record/122709?highlight=*:*
Seed and the Rock (1953),Gabor Peterdi,art/record/21659?highlight=*:*
Three Views of a Standing Woman (1949),Douglas Gordon,art/record/21101?highlight=*:*
Untitled (1987),Henry Rodgers,art/record/99799?highlight=*:*
Leith Docks,David McClure,art/record/122725?highlight=*:*
Inner Landscape (2006),Thipel,art/record/99990?highlight=*:*
Untitled,Unknown,art/record/102729?highlight=*:*
Nude Figure,Carolyn Wall,art/record/122773?highlight=*:*
Untitled (1967),Sam Rae,art/record/21756?highlight=*:*
Step 2 (2013),Maria Hadam,art/record/21307?highlight=*:*
Portrait of a Man with a Book,Irene G. Thomson,art/record/22655?highlight=*:*
Untitled (Unknown),Unknown,art/record/21793?highlight=*:*
Still Life Apples (1953),D. Gordon Campbell,art/record/22674?highlight=*:*
Unknown (1947),Vivien Chapman,art/record/50475?highlight=*:*
Snowy Landscape (1962),Geoffrey J Roper,art/record/99368?highlight=*:*
Gem cabinet 4 (of 6) containing 43 medallions,Unknown,art/record/20618?highlight=*:*
Unknown,Elizabeth Blackadder,art/record/50638?highlight=*:*
Reclining Female Nude (14 DEC 1952),Llewella Brayne,art/record/20940?highlight=*:*
Momen (2005),Tadas Gindrenas,art/record/99901?highlight=*:*
Untitled,Unknown,art/record/102728?highlight=*:*
Acteon (1838),Sarti,art/record/20582?highlight=*:*
Seated Male Nude with Blanket (1959),W Campbell,art/record/20972?highlight=*:*
Female Nude (1956),Moira E. Brown,art/record/122749?highlight=*:*
Portrait of a Man,M Ledgerwood,art/record/21504?highlight=*:*
Untitled (1996),Jennifer C. Lindsay,art/record/21930?highlight=*:*
Study of Three Skeletons (Circa 1961),William O. Little,art/record/99268?highlight=*:*
Donald Douglas (Actor) (1954),Mary C. A. Edmond,art/record/122959?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,art/record/20729?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,art/record/20722?highlight=*:*
That's a Novel Concept (2007),Hannah Jasper,art/record/99970?highlight=*:*
Untitled (1966),Alistair T Hamilton,art/record/99843?highlight=*:*
Untitled (1976),Ruth Stiven,art/record/99492?highlight=*:*
Untitled (Unknown),Adam M Martin,art/record/21830?highlight=*:*
Unknown (1986),Peter McLaren,art/record/53533?highlight=*:*
Self Portrait (1966),John Bellany,art/record/20741?highlight=*:*
Unknown (1950),John W. Corner,art/record/50521?highlight=*:*
Peets (1963),Deborah Eadie,art/record/21754?highlight=*:*
Untitled,Peter Picket,art/record/112449?highlight=*:*
Portrait of a Woman (1958),Dorothy Durward,art/record/20954?highlight=*:*
Portrait of Joanna,Alex Mitchell,art/record/122711?highlight=*:*
Untitled,Jean M. A. Conacher,art/record/112352?highlight=*:*
Bournemouth (Rock Roses Out) (1966),Kathleen Russell,art/record/99523?highlight=*:*
Unknown (1949),Shand C. Hutchison,art/record/50530?highlight=*:*
Autumn (1962),Robert S. Crozier,art/record/112310?highlight=*:*
Northern Highland Landscape (1934),William Wilson,art/record/21677?highlight=*:*
Yellow Hearted Man in Hat*,Unknown,art/record/122789?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),art/record/50557?highlight=*:*
Reclining and Seated Female Nudes (1994),Christopher Waite,art/record/20747?highlight=*:*
Portrait of a Young Woman Sketching (1959),Denness Morton,art/record/20887?highlight=*:*
Crouching Venus (1834),Sarti,art/record/20572?highlight=*:*
Mallia (1967),Isobel T Johnstone,art/record/99254?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner,art/record/21829?highlight=*:*
Pair of sleeves,Unknown,art/record/102676?highlight=*:*
Standing Female Nude (1949),Zygmunt Bukowski,art/record/22638?highlight=*:*
Untitled - Portrait of Woman in Profile (1963),Gordon Bryce,art/record/99327?highlight=*:*
Untitled,Robert Maclaurin,art/record/111033?highlight=*:*
Untitled (1983),Pauline Cumming,art/record/21899?highlight=*:*
Tajna Crne Ruke (1983),Boris Bućan,art/record/22030?highlight=*:*
Unknown,Unknown,art/record/53552?highlight=*:*
Seated Male Nude,Unknown,art/record/21509?highlight=*:*
Self Portrait (1956),Rose Rifat,art/record/21189?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,art/record/50614?highlight=*:*
Landscape (1968),Alison Hutton,art/record/21272?highlight=*:*
Sitting Figures (Circa 1964),Peter Pretsell,art/record/122715?highlight=*:*
Two Pipers in the Sunlight (1953),Leonard Rosoman,art/record/21752?highlight=*:*
Standing Male Nude (1958),Richard McNeill,art/record/20892?highlight=*:*
Portrait (1976),Alison J. Michie,art/record/122714?highlight=*:*
Untitled - Two Women (1961),Gavin Waddell,art/record/99455?highlight=*:*
The Bone Orchard,Alastair Flattely,art/record/21498?highlight=*:*
Untitled (1965),Laura McPherson,art/record/99390?highlight=*:*
Unknown (1964),Helen Cargill,art/record/50500?highlight=*:*
Unknown (1981),Hazel McGlashan,art/record/50416?highlight=*:*
Abstract Male Nude in Landscape (1965),William Gillon,art/record/21313?highlight=*:*
Plate,Emma Gillies,art/record/53668?highlight=*:*
Untitled (2002),Michelle Samour,art/record/99941?highlight=*:*
Untitled,Derek Reid,art/record/22725?highlight=*:*
"Head of a Young Girl, 1465",Unknown,art/record/20570?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,art/record/21695?highlight=*:*
Untitled (1983),Unknown,art/record/21894?highlight=*:*
Portrait of a Woman (1958),John Boyd,art/record/20957?highlight=*:*
Forth Shore II (1985),Gwyneth M. Leech,art/record/21801?highlight=*:*
Green Square Abstract,Unknown,art/record/22625?highlight=*:*
Near Limoges (1986),Jo Ganter,art/record/21963?highlight=*:*
Salmon Abstract,Catherine Fairgrieve,art/record/22595?highlight=*:*
Untitled (1967),Margaret Lothian,art/record/22026?highlight=*:*
Still Life with Jar (Circa 1958),Peter C. Standen,art/record/122788?highlight=*:*
Leopard,Emma Gillies,art/record/122123?highlight=*:*
Untitled (1997),Rachel Clark,art/record/21875?highlight=*:*
Figures in a Landscape Mending Nets (Circa 1952),Dorothy H. N. Forrest,art/record/122828?highlight=*:*
Unknown,Unknown,art/record/50395?highlight=*:*
Untitled (Unknown),Anne Slater,art/record/21797?highlight=*:*
Untitled,Garry Marshall,art/record/112341?highlight=*:*
"Male Nude, possibly Hermes (with bubbly feet)",Unknown,art/record/20603?highlight=*:*
Robin (1953),Diana M. Douglas-Hamilton,art/record/22741?highlight=*:*
Self Portrait,Lesley M. Johns,art/record/22731?highlight=*:*
Portrait of a Woman (1954),John P Busby,art/record/21378?highlight=*:*
Portrait (1954),Ursula Giles,art/record/21207?highlight=*:*
Untitled (Unknown),Derek Reid,art/record/21642?highlight=*:*
Seated Female Nude (1966-1967),George Donald,art/record/21094?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,art/record/21686?highlight=*:*
Composition with Table and String of Paper (Circa 1989),Claire E. Banks,art/record/122833?highlight=*:*
Untitled,Dr Ainslie Yule,art/record/99535?highlight=*:*
Reclining Nude Woman (1953),Frances M. Walker,art/record/122784?highlight=*:*
Mods and Rockers,George M. Donald,art/record/122829?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,art/record/20669?highlight=*:*
Study for Mural - Industrial Unrest,Robert M E Callender,art/record/21147?highlight=*:*
Untitled (1963),Carol Handyside,art/record/99841?highlight=*:*
Seated Female Nude on Painted Wooden Chair (1967),Gwendolene H. MacKenzie,art/record/122722?highlight=*:*
Reclining Male Nude (1959),James C. Y. Gavin,art/record/20878?highlight=*:*
Unknown (1939),Eleanora Borrie,art/record/50608?highlight=*:*
Male Model with Towel (1950),Alexander Cree,art/record/22661?highlight=*:*
Three Views of a Standing Male Nude with hand on hip (1948),John Thompson,art/record/20845?highlight=*:*
Teacup,Emma Gillies,art/record/53635?highlight=*:*
Espresso Cup,Emma Gillies,art/record/53698?highlight=*:*
Abstract Composition in Yellow (Circa 1972),Charles K. S. Shaw,art/record/22599?highlight=*:*
Espresso Cup,Emma Gillies,art/record/53703?highlight=*:*
Landscape (1961),Robin Forrester,art/record/21294?highlight=*:*
Standing Male Nude (1964),Kirkland Main,art/record/122720?highlight=*:*
Birds & Peonies (2002),Asuka Ohsawa,art/record/99940?highlight=*:*
Big Handed Woman with Fur Collar (verso) (1953),Llewella C. Brayne,art/record/22706?highlight=*:*
"St Mary's, Cilly Oct 27 1927 (27 OCT 1927)",Ben Nicholson,art/record/53471?highlight=*:*
Untitled (2014),Rachel Hill,art/record/47449?highlight=*:*
Untitled (1963),W. Douglas,art/record/21768?highlight=*:*
Unknown (Unknown),Unknown,art/record/21683?highlight=*:*
